"","Contract.Number","Plan.Benefit.Package","Contract.Name","Plan.Type","Average.Part.C.Risk.Score","Average.A.B.PM.PM.Payment","Average.Rebate.PM.PM.Payment","date","payment","rebate","Plan.ID","contract_plan"
"180","H0545",12,"INTER VALLEY HEALTH PLAN, INC.","HMO",1.57,"$602.06 ","$224.12 ",2016-06-30,602.06,224.12,12,"H0545_12"
"181","H0545",13,"INTER VALLEY HEALTH PLAN, INC.","HMO",0.833,"$617.85 ","$191.61 ",2016-06-30,617.85,191.61,13,"H0545_13"
"182","H0562",9,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.232,"$747.10 ","$66.19 ",2016-06-30,747.1,66.19,9,"H0562_9"
"183","H0562",12,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.107,"$652.80 ","$136.99 ",2016-06-30,652.8,136.99,12,"H0562_12"
"184","H0562",39,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.219,"$741.72 ","$84.77 ",2016-06-30,741.72,84.77,39,"H0562_39"
"185","H0562",44,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.843,"$694.27 ","$100.94 ",2016-06-30,694.27,100.94,44,"H0562_44"
"186","H0562",45,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.065,"$870.62 ","$2.44 ",2016-06-30,870.62,2.44,45,"H0562_45"
"187","H0562",55,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.487,"$703.79 ","$156.27 ",2016-06-30,703.79,156.27,55,"H0562_55"
"188","H0562",68,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.173,"$866.62 ","$19.23 ",2016-06-30,866.62,19.23,68,"H0562_68"
"189","H0562",79,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.149,"$623.25 ","$174.64 ",2016-06-30,623.25,174.64,79,"H0562_79"
"190","H0562",84,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.318,"$827.07 ","$28.75 ",2016-06-30,827.07,28.75,84,"H0562_84"
"191","H0562",90,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.886,"$632.17 ","$122.94 ",2016-06-30,632.17,122.94,90,"H0562_90"
"192","H0562",92,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.485,"$592.05 ","$264.39 ",2016-06-30,592.05,264.39,92,"H0562_92"
"193","H0562",95,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.155,"$848.83 ","$15.28 ",2016-06-30,848.83,15.28,95,"H0562_95"
"194","H0562",96,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.268,"$850.20 ","$9.35 ",2016-06-30,850.2,9.35,96,"H0562_96"
"195","H0562",97,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.806,"$625.34 ","$113.75 ",2016-06-30,625.34,113.75,97,"H0562_97"
"196","H0562",100,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.272,"$662.73 ","$166.02 ",2016-06-30,662.73,166.02,100,"H0562_100"
"197","H0562",101,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.076,"$606.32 ","$171.80 ",2016-06-30,606.32,171.8,101,"H0562_101"
"198","H0562",102,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.998,"$671.63 ","$117.82 ",2016-06-30,671.63,117.82,102,"H0562_102"
"199","H0562",103,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.92,"$609.42 ","$147.08 ",2016-06-30,609.42,147.08,103,"H0562_103"
"200","H0562",110,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.385,"$752.93 ","$81.60 ",2016-06-30,752.93,81.6,110,"H0562_110"
"201","H0562",111,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.38,"$774.26 ","$97.55 ",2016-06-30,774.26,97.55,111,"H0562_111"
"202","H0562",801,"HEALTH NET OF CALIFORNIA,INC.","HMO",0.984,"$744.16 ","$80.73 ",2016-06-30,744.16,80.73,801,"H0562_801"
"203","H0562",803,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.155,"$713.19 ","$125.47 ",2016-06-30,713.19,125.47,803,"H0562_803"
"204","H0562",804,"HEALTH NET OF CALIFORNIA,INC.","HMO",1.079,"$724.70 ","$90.21 ",2016-06-30,724.7,90.21,804,"H0562_804"
"205","H0564",55,"BLUE CROSS OF CALIFORNIA","HMO",1.097,"$766.41 ","$34.13 ",2016-06-30,766.41,34.13,55,"H0564_55"
"206","H0564",56,"BLUE CROSS OF CALIFORNIA","HMO",1.12,"$766.85 ","$28.73 ",2016-06-30,766.85,28.73,56,"H0564_56"
"207","H0564",58,"BLUE CROSS OF CALIFORNIA","HMO",1.232,"$739.16 ","$49.64 ",2016-06-30,739.16,49.64,58,"H0564_58"
"208","H0564",59,"BLUE CROSS OF CALIFORNIA","HMO",1.067,"$766.26 ","$44.88 ",2016-06-30,766.26,44.88,59,"H0564_59"
"209","H0564",60,"BLUE CROSS OF CALIFORNIA","HMO",0.817,"$662.67 ","$84.93 ",2016-06-30,662.67,84.93,60,"H0564_60"
"210","H0564",61,"BLUE CROSS OF CALIFORNIA","HMO",0.745,"$599.84 ","$98.54 ",2016-06-30,599.84,98.54,61,"H0564_61"
"211","H0564",62,"BLUE CROSS OF CALIFORNIA","HMO",0.818,"$665.62 ","$109.61 ",2016-06-30,665.62,109.61,62,"H0564_62"
"212","H0564",63,"BLUE CROSS OF CALIFORNIA","HMO",0.746,"$617.06 ","$114.61 ",2016-06-30,617.06,114.61,63,"H0564_63"
"213","H0564",67,"BLUE CROSS OF CALIFORNIA","HMO",1.14,"$689.91 ","$86.27 ",2016-06-30,689.91,86.27,67,"H0564_67"
"214","H0564",68,"BLUE CROSS OF CALIFORNIA","HMO",1.063,"$773.35 ","$60.77 ",2016-06-30,773.35,60.77,68,"H0564_68"
"215","H0564",69,"BLUE CROSS OF CALIFORNIA","HMO",1.08,"$621.50 ","$127.38 ",2016-06-30,621.5,127.38,69,"H0564_69"
"216","H0564",70,"BLUE CROSS OF CALIFORNIA","HMO",0.78,"$690.63 ","$66.70 ",2016-06-30,690.63,66.7,70,"H0564_70"
"217","H0564",71,"BLUE CROSS OF CALIFORNIA","HMO",0.912,"$635.10 ","$101.45 ",2016-06-30,635.1,101.45,71,"H0564_71"
"218","H0564",72,"BLUE CROSS OF CALIFORNIA","HMO",0.889,"$619.18 ","$118.24 ",2016-06-30,619.18,118.24,72,"H0564_72"
"219","H0564",74,"BLUE CROSS OF CALIFORNIA","HMO",0.928,"$665.76 ","$85.43 ",2016-06-30,665.76,85.43,74,"H0564_74"
"220","H0564",76,"BLUE CROSS OF CALIFORNIA","HMO",1.103,"$605.46 ","$129.24 ",2016-06-30,605.46,129.24,76,"H0564_76"
"221","H0564",77,"BLUE CROSS OF CALIFORNIA","HMO",1.104,"$601.63 ","$150.18 ",2016-06-30,601.63,150.18,77,"H0564_77"
"222","H0564",78,"BLUE CROSS OF CALIFORNIA","HMO",1.352,"$707.28 ","$75.99 ",2016-06-30,707.28,75.99,78,"H0564_78"
"223","H0564",79,"BLUE CROSS OF CALIFORNIA","HMO",1.204,"$757.43 ","$39.89 ",2016-06-30,757.43,39.89,79,"H0564_79"
"224","H0564",80,"BLUE CROSS OF CALIFORNIA","HMO",1.084,"$805.84 ","$57.34 ",2016-06-30,805.84,57.34,80,"H0564_80"
"225","H0564",801,"BLUE CROSS OF CALIFORNIA","HMO",1.144,"$770.45 ","$50.66 ",2016-06-30,770.45,50.66,801,"H0564_801"
"226","H0571",1,"CHINESE COMMUNITY HEALTH PLAN","HMO",0.787,"$657.15 ","$60.09 ",2016-06-30,657.15,60.09,1,"H0571_1"
"227","H0571",5,"CHINESE COMMUNITY HEALTH PLAN","HMO",1.082,"$691.74 ","$61.07 ",2016-06-30,691.74,61.07,5,"H0571_5"
"228","H0609",2,"PACIFICARE OF COLORADO, INC","HMO",1.149,"$708.98 ","$76.33 ",2016-06-30,708.98,76.33,2,"H0609_2"
"229","H0609",7,"PACIFICARE OF COLORADO, INC","HMO",1.23,"$711.69 ","$107.15 ",2016-06-30,711.69,107.15,7,"H0609_7"
"230","H0609",12,"PACIFICARE OF COLORADO, INC","HMO",0.932,"$707.56 ","$78.51 ",2016-06-30,707.56,78.51,12,"H0609_12"
"231","H0609",15,"PACIFICARE OF COLORADO, INC","HMO",0.821,"$723.39 ","$40.31 ",2016-06-30,723.39,40.31,15,"H0609_15"
"232","H0609",18,"PACIFICARE OF COLORADO, INC","HMO",0.981,"$735.50 ","$62.68 ",2016-06-30,735.5,62.68,18,"H0609_18"
"233","H0609",20,"PACIFICARE OF COLORADO, INC","HMO",0.902,"$688.13 ","$68.50 ",2016-06-30,688.13,68.5,20,"H0609_20"
"234","H0609",25,"PACIFICARE OF COLORADO, INC","HMO",0.995,"$689.06 ","$91.82 ",2016-06-30,689.06,91.82,25,"H0609_25"
"235","H0609",26,"PACIFICARE OF COLORADO, INC","HMO",1.108,"$702.34 ","$78.05 ",2016-06-30,702.34,78.05,26,"H0609_26"
"236","H0609",27,"PACIFICARE OF COLORADO, INC","HMO",0.99,"$650.87 ","$113.12 ",2016-06-30,650.87,113.12,27,"H0609_27"
"237","H0609",28,"PACIFICARE OF COLORADO, INC","HMO",1.03,"$695.12 ","$151.89 ",2016-06-30,695.12,151.89,28,"H0609_28"
"238","H0609",804,"PACIFICARE OF COLORADO, INC","HMO",1.017,"$714.00 ","$79.69 ",2016-06-30,714,79.69,804,"H0609_804"
"239","H0609",806,"PACIFICARE OF COLORADO, INC","HMO",0.885,"$435.65 ","$0.00 ",2016-06-30,435.65,0,806,"H0609_806"
"240","H0609",807,"PACIFICARE OF COLORADO, INC","HMO",1.261,"$620.59 ","$165.69 ",2016-06-30,620.59,165.69,807,"H0609_807"
"241","H0609",808,"PACIFICARE OF COLORADO, INC","HMO",1.069,"$695.03 ","$82.94 ",2016-06-30,695.03,82.94,808,"H0609_808"
"242","H0609",809,"PACIFICARE OF COLORADO, INC","HMO",0.657,"$735.54 ","$62.56 ",2016-06-30,735.54,62.56,809,"H0609_809"
"243","H0609",810,"PACIFICARE OF COLORADO, INC","HMO",1.58,"$580.58 ","$323.81 ",2016-06-30,580.58,323.81,810,"H0609_810"
"244","H0609",811,"PACIFICARE OF COLORADO, INC","HMO",1.342,"$664.83 ","$229.42 ",2016-06-30,664.83,229.42,811,"H0609_811"
"245","H0624",1,"UNITEDHEALTHCARE INSURANCE COMPANY","HMO",1.5,"$731.77 ","$23.76 ",2016-06-30,731.77,23.76,1,"H0624_1"
"246","H0630",13,"KAISER FOUNDATION HP OF CO","HMO",0.771,"$630.11 ","$110.29 ",2016-06-30,630.11,110.29,13,"H0630_13"
"247","H0630",14,"KAISER FOUNDATION HP OF CO","HMO",1.472,"$781.84 ","$55.61 ",2016-06-30,781.84,55.61,14,"H0630_14"
"248","H0630",15,"KAISER FOUNDATION HP OF CO","HMO",1.078,"$671.54 ","$125.18 ",2016-06-30,671.54,125.18,15,"H0630_15"
"249","H0630",16,"KAISER FOUNDATION HP OF CO","HMO",1.378,"$739.21 ","$94.90 ",2016-06-30,739.21,94.9,16,"H0630_16"
"250","H0630",17,"KAISER FOUNDATION HP OF CO","HMO",0.75,"$561.74 ","$121.53 ",2016-06-30,561.74,121.53,17,"H0630_17"
"251","H0630",18,"KAISER FOUNDATION HP OF CO","HMO",0.93,"$695.97 ","$63.92 ",2016-06-30,695.97,63.92,18,"H0630_18"
"252","H0630",20,"KAISER FOUNDATION HP OF CO","HMO",0.755,"$628.24 ","$95.41 ",2016-06-30,628.24,95.41,20,"H0630_20"
"253","H0630",21,"KAISER FOUNDATION HP OF CO","HMO",1.053,"$639.13 ","$134.58 ",2016-06-30,639.13,134.58,21,"H0630_21"
"254","H0630",805,"KAISER FOUNDATION HP OF CO","HMO",0.909,"$447.52 ","$0.00 ",2016-06-30,447.52,0,805,"H0630_805"
"255","H0630",807,"KAISER FOUNDATION HP OF CO","HMO",0.966,"$693.24 ","$97.05 ",2016-06-30,693.24,97.05,807,"H0630_807"
"256","H0630",810,"KAISER FOUNDATION HP OF CO","HMO",1.03,"$698.03 ","$100.13 ",2016-06-30,698.03,100.13,810,"H0630_810"
"257","H0630",811,"KAISER FOUNDATION HP OF CO","HMO",0.653,"$402.90 ","$0.00 ",2016-06-30,402.9,0,811,"H0630_811"
"258","H0630",813,"KAISER FOUNDATION HP OF CO","HMO",0.85,"$598.29 ","$126.87 ",2016-06-30,598.29,126.87,813,"H0630_813"
"259","H0630",816,"KAISER FOUNDATION HP OF CO","HMO",0.797,"$619.49 ","$99.93 ",2016-06-30,619.49,99.93,816,"H0630_816"
"260","H0630",817,"KAISER FOUNDATION HP OF CO","HMO",0.713,"$416.52 ","$0.00 ",2016-06-30,416.52,0,817,"H0630_817"
"261","H0630",819,"KAISER FOUNDATION HP OF CO","HMO",0.907,"$719.84 ","$59.39 ",2016-06-30,719.84,59.39,819,"H0630_819"
"262","H0630",822,"KAISER FOUNDATION HP OF CO","HMO",0.82,"$741.72 ","$49.76 ",2016-06-30,741.72,49.76,822,"H0630_822"
"263","H0710",1,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.691,"$781.93 ","$71.33 ",2016-06-30,781.93,71.33,1,"H0710_1"
"264","H0710",4,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.595,"$824.32 ","$36.55 ",2016-06-30,824.32,36.55,4,"H0710_4"
"265","H0710",5,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.882,"$777.99 ","$69.17 ",2016-06-30,777.99,69.17,5,"H0710_5"
"266","H0710",7,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.621,"$746.65 ","$125.71 ",2016-06-30,746.65,125.71,7,"H0710_7"
"267","H0710",10,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.918,"$806.16 ","$86.41 ",2016-06-30,806.16,86.41,10,"H0710_10"
"268","H0710",11,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",3.191,"$989.83 ","$40.48 ",2016-06-30,989.83,40.48,11,"H0710_11"
"269","H0710",13,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.595,"$808.34 ","$38.71 ",2016-06-30,808.34,38.71,13,"H0710_13"
"270","H0710",14,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.853,"$817.84 ","$35.24 ",2016-06-30,817.84,35.24,14,"H0710_14"
"271","H0710",15,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.577,"$814.23 ","$30.14 ",2016-06-30,814.23,30.14,15,"H0710_15"
"272","H0710",16,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.629,"$820.78 ","$44.49 ",2016-06-30,820.78,44.49,16,"H0710_16"
"273","H0710",17,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.715,"$793.96 ","$76.75 ",2016-06-30,793.96,76.75,17,"H0710_17"
"274","H0710",20,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.628,"$899.45 ","$40.78 ",2016-06-30,899.45,40.78,20,"H0710_20"
"275","H0712",5,"WELLCARE OF CONNECTICUT, INC.","HMO",1.343,"$765.76 ","$7.77 ",2016-06-30,765.76,7.77,5,"H0712_5"
"276","H0712",19,"WELLCARE OF CONNECTICUT, INC.","HMO",0.982,"$698.98 ","$44.62 ",2016-06-30,698.98,44.62,19,"H0712_19"
"277","H0712",20,"WELLCARE OF CONNECTICUT, INC.","HMO",1.012,"$684.74 ","$51.51 ",2016-06-30,684.74,51.51,20,"H0712_20"
"278","H0735",1,"UCARE MINNESOTA","Local PPO",0.708,"$665.70 ","$50.34 ",2016-06-30,665.7,50.34,1,"H0735_1"
"279","H0735",2,"UCARE MINNESOTA","Local PPO",0.879,"$746.57 ","$32.51 ",2016-06-30,746.57,32.51,2,"H0735_2"
"280","H0755",30,"OXFORD HEALTH PLANS (CT), INC.","HMO",1.331,"$783.57 ","$4.16 ",2016-06-30,783.57,4.16,30,"H0755_30"
"281","H0755",31,"OXFORD HEALTH PLANS (CT), INC.","HMO",1.047,"$740.00 ","$31.50 ",2016-06-30,740,31.5,31,"H0755_31"
"282","H0755",32,"OXFORD HEALTH PLANS (CT), INC.","HMO",0.93,"$725.13 ","$38.71 ",2016-06-30,725.13,38.71,32,"H0755_32"
"283","H0755",33,"OXFORD HEALTH PLANS (CT), INC.","HMO",0.895,"$706.11 ","$52.49 ",2016-06-30,706.11,52.49,33,"H0755_33"
"284","H0755",810,"OXFORD HEALTH PLANS (CT), INC.","HMO",1.09,"$735.46 ","$36.87 ",2016-06-30,735.46,36.87,810,"H0755_810"
"285","H0811",1,"GUILDNET, INC.","Medicare-Medicaid Plan HMOPOS",1.853,"$946.21 ","$0.00 ",2016-06-30,946.21,0,1,"H0811_1"
"286","H0838",20,"UNIVERSAL CARE, INC.","HMO",1.431,"$777.99 ","$57.45 ",2016-06-30,777.99,57.45,20,"H0838_20"
"287","H0838",24,"UNIVERSAL CARE, INC.","HMO",1.39,"$751.08 ","$77.48 ",2016-06-30,751.08,77.48,24,"H0838_24"
"288","H0838",25,"UNIVERSAL CARE, INC.","HMO",1.028,"$603.56 ","$163.73 ",2016-06-30,603.56,163.73,25,"H0838_25"
"289","H0838",26,"UNIVERSAL CARE, INC.","HMO",1.284,"$657.63 ","$187.43 ",2016-06-30,657.63,187.43,26,"H0838_26"
"290","H0838",27,"UNIVERSAL CARE, INC.","HMO",1.598,"$768.39 ","$97.19 ",2016-06-30,768.39,97.19,27,"H0838_27"
"291","H0838",28,"UNIVERSAL CARE, INC.","HMO",1.899,"$671.11 ","$234.56 ",2016-06-30,671.11,234.56,28,"H0838_28"
"292","H0838",29,"UNIVERSAL CARE, INC.","HMO",1.688,"$787.20 ","$120.41 ",2016-06-30,787.2,120.41,29,"H0838_29"
"293","H0838",30,"UNIVERSAL CARE, INC.","HMO",1.059,"$658.90 ","$309.98 ",2016-06-30,658.9,309.98,30,"H0838_30"
"294","H0838",31,"UNIVERSAL CARE, INC.","HMO",1.416,"$785.27 ","$139.29 ",2016-06-30,785.27,139.29,31,"H0838_31"
"295","H0838",32,"UNIVERSAL CARE, INC.","HMO",1.482,"$638.21 ","$230.19 ",2016-06-30,638.21,230.19,32,"H0838_32"
"296","H0838",33,"UNIVERSAL CARE, INC.","HMO",1.24,"$714.59 ","$102.52 ",2016-06-30,714.59,102.52,33,"H0838_33"
"297","H0840",1,"FAMILYCARE HEALTH PLANS, INC.","Local PPO",0.982,"$776.45 ","$0.00 ",2016-06-30,776.45,0,1,"H0840_1"
"298","H0840",2,"FAMILYCARE HEALTH PLANS, INC.","Local PPO",0.927,"$751.66 ","$7.60 ",2016-06-30,751.66,7.6,2,"H0840_2"
"299","H0879",2,"CRESTPOINT HEALTH INSURANCE COMPANY","Local PPO",0.968,"$604.45 ","$122.24 ",2016-06-30,604.45,122.24,2,"H0879_2"
"300","H0879",4,"CRESTPOINT HEALTH INSURANCE COMPANY","Local PPO",0.579,"$669.73 ","$58.40 ",2016-06-30,669.73,58.4,4,"H0879_4"
"301","H0908",1,"BUCKEYE COMMUNITY HEALTH PLAN, INC.","HMO",1.421,"$700.12 ","$50.57 ",2016-06-30,700.12,50.57,1,"H0908_1"
"302","H0913",2,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.","HMO",0.914,"$722.16 ","$60.44 ",2016-06-30,722.16,60.44,2,"H0913_2"
"303","H0913",12,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.","HMO",1.011,"$716.30 ","$47.85 ",2016-06-30,716.3,47.85,12,"H0913_12"
"304","H0913",13,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.","HMO",1.355,"$813.12 ","$14.94 ",2016-06-30,813.12,14.94,13,"H0913_13"
"305","H1016",1,"AVMED, INC.","HMO",1.11,"$778.96 ","$239.92 ",2016-06-30,778.96,239.92,1,"H1016_1"
"306","H1016",21,"AVMED, INC.","HMO",1.226,"$655.94 ","$205.13 ",2016-06-30,655.94,205.13,21,"H1016_21"
"307","H1019",1,"CAREPLUS HEALTH PLANS, INC.","HMO",1.328,"$676.15 ","$212.09 ",2016-06-30,676.15,212.09,1,"H1019_1"
"308","H1019",6,"CAREPLUS HEALTH PLANS, INC.","HMO",1.545,"$765.20 ","$336.51 ",2016-06-30,765.2,336.51,6,"H1019_6"
"309","H1019",23,"CAREPLUS HEALTH PLANS, INC.","HMO",1.507,"$788.33 ","$113.91 ",2016-06-30,788.33,113.91,23,"H1019_23"
"310","H1019",24,"CAREPLUS HEALTH PLANS, INC.","HMO",1.733,"$953.42 ","$162.87 ",2016-06-30,953.42,162.87,24,"H1019_24"
"311","H1019",26,"CAREPLUS HEALTH PLANS, INC.","HMO",1.559,"$743.34 ","$111.49 ",2016-06-30,743.34,111.49,26,"H1019_26"
"312","H1019",27,"CAREPLUS HEALTH PLANS, INC.","HMO",1.253,"$663.01 ","$134.68 ",2016-06-30,663.01,134.68,27,"H1019_27"
"313","H1019",28,"CAREPLUS HEALTH PLANS, INC.","HMO",1.52,"$741.41 ","$111.27 ",2016-06-30,741.41,111.27,28,"H1019_28"
"314","H1019",43,"CAREPLUS HEALTH PLANS, INC.","HMO",1.109,"$707.19 ","$105.29 ",2016-06-30,707.19,105.29,43,"H1019_43"
"315","H1019",54,"CAREPLUS HEALTH PLANS, INC.","HMO",1.473,"$620.97 ","$210.50 ",2016-06-30,620.97,210.5,54,"H1019_54"
"316","H1019",57,"CAREPLUS HEALTH PLANS, INC.","HMO",1.18,"$653.33 ","$166.64 ",2016-06-30,653.33,166.64,57,"H1019_57"
"317","H1019",60,"CAREPLUS HEALTH PLANS, INC.","HMO",1.199,"$574.49 ","$207.66 ",2016-06-30,574.49,207.66,60,"H1019_60"
"318","H1019",62,"CAREPLUS HEALTH PLANS, INC.","HMO",1.426,"$687.51 ","$236.82 ",2016-06-30,687.51,236.82,62,"H1019_62"
"319","H1019",63,"CAREPLUS HEALTH PLANS, INC.","HMO",1.61,"$785.79 ","$305.26 ",2016-06-30,785.79,305.26,63,"H1019_63"
"320","H1019",65,"CAREPLUS HEALTH PLANS, INC.","HMO",1.08,"$609.82 ","$150.04 ",2016-06-30,609.82,150.04,65,"H1019_65"
"321","H1019",69,"CAREPLUS HEALTH PLANS, INC.","HMO",0.98,"$705.83 ","$124.83 ",2016-06-30,705.83,124.83,69,"H1019_69"
"322","H1019",73,"CAREPLUS HEALTH PLANS, INC.","HMO",1.47,"$763.82 ","$121.63 ",2016-06-30,763.82,121.63,73,"H1019_73"
"323","H1019",76,"CAREPLUS HEALTH PLANS, INC.","HMO",0.794,"$705.44 ","$216.40 ",2016-06-30,705.44,216.4,76,"H1019_76"
"324","H1019",77,"CAREPLUS HEALTH PLANS, INC.","HMO",1.56,"$741.53 ","$113.02 ",2016-06-30,741.53,113.02,77,"H1019_77"
"325","H1019",79,"CAREPLUS HEALTH PLANS, INC.","HMO",1.658,"$742.91 ","$114.14 ",2016-06-30,742.91,114.14,79,"H1019_79"
"326","H1019",81,"CAREPLUS HEALTH PLANS, INC.","HMO",1.508,"$777.13 ","$129.16 ",2016-06-30,777.13,129.16,81,"H1019_81"
"327","H1019",83,"CAREPLUS HEALTH PLANS, INC.","HMO",1.791,"$957.84 ","$161.22 ",2016-06-30,957.84,161.22,83,"H1019_83"
"328","H1019",85,"CAREPLUS HEALTH PLANS, INC.","HMO",1.414,"$771.96 ","$113.54 ",2016-06-30,771.96,113.54,85,"H1019_85"
"329","H1026",1,"HEALTH OPTIONS, INC.","HMO",0.923,"$761.26 ","$169.07 ",2016-06-30,761.26,169.07,1,"H1026_1"
"330","H1026",38,"HEALTH OPTIONS, INC.","HMO",1.004,"$645.13 ","$115.36 ",2016-06-30,645.13,115.36,38,"H1026_38"
"331","H1026",40,"HEALTH OPTIONS, INC.","HMO",0.906,"$649.79 ","$94.68 ",2016-06-30,649.79,94.68,40,"H1026_40"
"332","H1026",55,"HEALTH OPTIONS, INC.","HMO",0.888,"$689.96 ","$116.61 ",2016-06-30,689.96,116.61,55,"H1026_55"
"333","H1026",56,"HEALTH OPTIONS, INC.","HMO",0.863,"$641.06 ","$96.13 ",2016-06-30,641.06,96.13,56,"H1026_56"
"334","H1026",57,"HEALTH OPTIONS, INC.","HMO",0.944,"$624.77 ","$113.05 ",2016-06-30,624.77,113.05,57,"H1026_57"
"335","H1026",58,"HEALTH OPTIONS, INC.","HMO",1.027,"$658.26 ","$137.91 ",2016-06-30,658.26,137.91,58,"H1026_58"
"336","H1032",32,"WELLCARE OF FLORIDA, INC.","HMO",1.128,"$564.19 ","$162.98 ",2016-06-30,564.19,162.98,32,"H1032_32"
"337","H1032",40,"WELLCARE OF FLORIDA, INC.","HMO",1.135,"$673.41 ","$295.22 ",2016-06-30,673.41,295.22,40,"H1032_40"
"338","H1032",61,"WELLCARE OF FLORIDA, INC.","HMO",1.685,"$643.55 ","$172.46 ",2016-06-30,643.55,172.46,61,"H1032_61"
"339","H1032",73,"WELLCARE OF FLORIDA, INC.","HMO",1.212,"$724.41 ","$97.00 ",2016-06-30,724.41,97,73,"H1032_73"
"340","H1032",79,"WELLCARE OF FLORIDA, INC.","HMO",1.017,"$687.97 ","$73.85 ",2016-06-30,687.97,73.85,79,"H1032_79"
"341","H1032",91,"WELLCARE OF FLORIDA, INC.","HMO",1.316,"$655.82 ","$124.82 ",2016-06-30,655.82,124.82,91,"H1032_91"
"342","H1032",124,"WELLCARE OF FLORIDA, INC.","HMO",1.453,"$767.13 ","$36.40 ",2016-06-30,767.13,36.4,124,"H1032_124"
"343","H1032",133,"WELLCARE OF FLORIDA, INC.","HMO",1.176,"$662.61 ","$98.51 ",2016-06-30,662.61,98.51,133,"H1032_133"
"344","H1032",170,"WELLCARE OF FLORIDA, INC.","HMO",1.327,"$951.46 ","$90.84 ",2016-06-30,951.46,90.84,170,"H1032_170"
"345","H1032",174,"WELLCARE OF FLORIDA, INC.","HMO",1.504,"$623.54 ","$178.92 ",2016-06-30,623.54,178.92,174,"H1032_174"
"346","H1032",175,"WELLCARE OF FLORIDA, INC.","HMO",1.414,"$757.51 ","$42.43 ",2016-06-30,757.51,42.43,175,"H1032_175"
"347","H1032",176,"WELLCARE OF FLORIDA, INC.","HMO",1.446,"$959.28 ","$74.96 ",2016-06-30,959.28,74.96,176,"H1032_176"
"348","H1032",179,"WELLCARE OF FLORIDA, INC.","HMO",0.972,"$578.80 ","$127.79 ",2016-06-30,578.8,127.79,179,"H1032_179"
"349","H1032",180,"WELLCARE OF FLORIDA, INC.","HMO",0.938,"$636.89 ","$103.26 ",2016-06-30,636.89,103.26,180,"H1032_180"
"350","H1032",182,"WELLCARE OF FLORIDA, INC.","HMO",1.463,"$674.52 ","$127.55 ",2016-06-30,674.52,127.55,182,"H1032_182"
"351","H1032",183,"WELLCARE OF FLORIDA, INC.","HMO",1.022,"$778.42 ","$24.02 ",2016-06-30,778.42,24.02,183,"H1032_183"
"352","H1035",2,"FLORIDA HEALTH CARE PLAN, INC.","HMO",1.289,"$687.09 ","$128.22 ",2016-06-30,687.09,128.22,2,"H1035_2"
"353","H1035",6,"FLORIDA HEALTH CARE PLAN, INC.","HMO",1.057,"$668.24 ","$125.83 ",2016-06-30,668.24,125.83,6,"H1035_6"
"354","H1035",7,"FLORIDA HEALTH CARE PLAN, INC.","HMO",1.017,"$718.63 ","$87.79 ",2016-06-30,718.63,87.79,7,"H1035_7"
"355","H1035",10,"FLORIDA HEALTH CARE PLAN, INC.","HMO",0.77,"$650.66 ","$176.44 ",2016-06-30,650.66,176.44,10,"H1035_10"
"356","H1035",11,"FLORIDA HEALTH CARE PLAN, INC.","HMO",1.042,"$648.28 ","$177.27 ",2016-06-30,648.28,177.27,11,"H1035_11"
